add_ds_card,mult_ds_card,count
31,77,156
31,78,48
31,79,8
31,80,15
31,81,3
31,82,14
31,83,18
31,84,38
31,85,29
31,86,37
31,87,38
31,88,48
31,89,36
31,90,16
31,91,2
31,92,3
31,93,2
31,94,2
31,95,4
31,96,3
31,97,3
31,98,10
31,99,3
31,100,8
31,101,6
31,102,4
31,103,3
31,104,2
31,110,1
31,111,1
31,112,3
31,113,1
31,116,1
32,30,4
32,31,2
32,32,4
32,33,48
32,34,42
32,35,293
32,36,406
32,37,33
32,38,48
32,39,204
32,40,280
32,41,594
32,42,1932
32,43,2238
32,44,7677
32,45,7733
32,46,18
32,47,116
32,48,129
32,49,357
32,50,394
32,51,887
32,52,1829
32,53,2103
32,54,4583
32,55,3071
32,56,40
32,57,40
32,58,146
32,59,169
32,60,280
32,61,334
32,62,628
32,63,888
32,64,969
32,65,1423
32,66,608
32,67,33
32,68,38
32,69,26
32,70,80
32,71,118
32,72,149
32,73,168
32,74,286
32,75,287
32,76,355
32,77,316
32,78,93
32,79,14
32,80,12
32,81,20
32,82,19
32,83,48
32,84,48
32,85,59
32,86,65
32,87,79
32,88,65
32,89,65
32,90,38
32,91,10
32,92,1
32,93,7
32,94,4
32,95,10
32,96,5
32,97,8
32,98,14
32,99,18
32,100,14
32,101,11
32,102,10
32,103,5
32,104,3
32,109,3
32,112,1
32,113,1
32,114,2
32,115,1
32,116,1
32,117,1
32,131,1
33,30,1
33,33,1
33,34,6
33,35,19
33,36,40
33,37,25
33,38,41
33,39,190
33,40,225
33,41,554
33,42,1995
33,43,2158
33,44,7343
33,45,7295
33,46,32
33,47,133
33,48,204
33,49,533
33,50,605
33,51,1324
33,52,2636
33,53,2975
33,54,6502
33,55,4243
33,56,63
33,57,80
33,58,209
33,59,294
33,60,484
33,61,563
33,62,1020
33,63,1506
33,64,1604
33,65,2296
33,66,1047
33,67,43
33,68,82
33,69,83
33,70,186
33,71,233
33,72,311
33,73,303
33,74,583
33,75,565
33,76,659
33,77,584
33,78,159
33,79,33
33,80,33
33,81,49
33,82,57
33,83,87
33,84,124
33,85,145
33,86,131
33,87,155
33,88,147
33,89,146
33,90,75
33,91,15
33,92,10
33,93,13
33,94,18
33,95,21
33,96,35
33,97,33
33,98,29
33,99,30
33,100,31
33,101,33
33,102,30
33,103,12
33,104,8
33,105,1
33,106,5
33,107,4
33,108,2
33,109,6
33,110,6
33,111,4
33,112,6
33,113,3
33,114,7
33,115,5
33,116,4
33,117,2
33,118,1
33,121,1
33,123,1
33,124,1
33,125,2
33,128,1
33,133,1
34,35,3
34,36,1
34,37,24
34,38,32
34,39,169
34,40,171
34,41,466
34,42,1608
34,43,1777
34,44,6012
34,45,5974
34,46,49
34,47,213
34,48,242
34,49,687
34,50,765
34,51,1697
34,52,3454
34,53,3782
34,54,8462
34,55,5659
34,56,113
34,57,104
34,58,299
34,59,426
34,60,706
34,61,804
34,62,1596
34,63,2232
34,64,2633
34,65,3506
34,66,1580
34,67,80
34,68,132
34,69,118
34,70,284
34,71,391
34,72,494
34,73,544
34,74,901
34,75,986
34,76,970
34,77,922
34,78,306
34,79,51
34,80,74
34,81,75
34,82,112
34,83,177
34,84,200
34,85,250
34,86,233
34,87,314
34,88,273
34,89,246
34,90,162
34,91,43
34,92,19
34,93,22
34,94,37
34,95,47
34,96,43
34,97,48
34,98,59
34,99,65
34,100,70
34,101,51
34,102,45
34,103,30
34,104,11
34,105,7
34,106,13
34,107,5
34,108,5
34,109,11
34,110,9
34,111,13
34,112,16
34,113,5
34,114,9
34,115,5
34,116,10
34,117,3
34,118,1
34,119,1
34,120,3
34,126,2
34,128,1
34,129,2
34,131,1
35,35,3
35,36,2
35,37,14
35,38,12
35,39,113
35,40,102
35,41,266
35,42,979
35,43,1135
35,44,3860
35,45,3712
35,46,63
35,47,207
35,48,298
35,49,859
35,50,874
35,51,1992
35,52,4184
35,53,4649
35,54,10054
35,55,6671
35,56,171
35,57,159
35,58,472
35,59,647
35,60,1089
35,61,1209
35,62,2349
35,63,3373
35,64,3670
35,65,5248
35,66,2506
35,67,134
35,68,207
35,69,234
35,70,476
35,71,621
35,72,893
35,73,893
35,74,1565
35,75,1626
35,76,1735
35,77,1565
35,78,546
35,79,115
35,80,146
35,81,185
35,82,176
35,83,304
35,84,397
35,85,450
35,86,462
35,87,662
35,88,529
35,89,465
35,90,280
35,91,91
35,92,55
35,93,70
35,94,66
35,95,97
35,96,97
35,97,121
35,98,132
35,99,163
35,100,141
35,101,158
35,102,102
35,103,70
35,104,32
35,105,18
35,106,17
35,107,29
35,108,18
35,109,28
35,110,24
35,111,31
35,112,29
35,113,31
35,114,18
35,115,14
35,116,12
35,117,8
35,118,9
35,119,7
35,120,4
35,121,8
35,122,8
35,123,5
35,124,6
35,125,5
35,126,1
35,127,1
35,128,5
35,129,1
35,130,3
35,131,1
35,134,1
35,135,1
35,138,1
35,139,1
35,143,1
36,35,2
36,37,4
36,38,4
36,39,44
36,40,42
36,41,110
36,42,487
36,43,495
36,44,1687
36,45,1737
36,46,54
36,47,215
36,48,307
36,49,830
36,50,899
36,51,2026
36,52,4485
36,53,4892
36,54,10426
36,55,6761
36,56,214
36,57,228
36,58,643
36,59,813
36,60,1385
36,61,1660
36,62,3221
36,63,4566
36,64,5035
36,65,7040
36,66,3330
36,67,207
36,68,304
36,69,348
36,70,685
36,71,955
36,72,1315
36,73,1348
36,74,2307
36,75,2492
36,76,2592
36,77,2467
36,78,856
36,79,173
36,80,249
36,81,301
36,82,329
36,83,512
36,84,637
36,85,699
36,86,692
36,87,1029
36,88,915
36,89,770
36,90,482
36,91,183
36,92,70
36,93,112
36,94,160
36,95,173
36,96,191
36,97,217
36,98,247
36,99,228
36,100,236
36,101,261
36,102,180
36,103,135
36,104,65
36,105,37
36,106,37
36,107,31
36,108,42
36,109,51
36,110,50
36,111,63
36,112,70
36,113,40
36,114,52
36,115,39
36,116,32
36,117,20
36,118,15
36,119,2
36,120,3
36,121,5
36,122,6
36,123,12
36,124,5
36,125,9
36,126,6
36,127,10
36,128,6
36,129,2
36,130,4
36,131,3
36,132,1
36,133,1
36,134,2
36,135,2
36,136,2
36,137,1
36,138,1
36,143,2
36,145,1
36,146,1
37,35,1
37,38,1
37,39,14
37,40,6
37,41,31
37,42,139
37,43,147
37,44,510
37,45,524
37,46,54
37,47,188
37,48,270
37,49,822
37,50,867
37,51,1929
37,52,4169
37,53,4446
37,54,9705
37,55,6350
37,56,297
37,57,288
37,58,746
37,59,989
37,60,1857
37,61,2111
37,62,3954
37,63,5796
37,64,5963
37,65,8685
37,66,4102
37,67,343
37,68,509
37,69,586
37,70,1038
37,71,1443
37,72,1901
37,73,2034
37,74,3451
37,75,3741
37,76,3658
37,77,3634
37,78,1273
37,79,287
37,80,375
37,81,493
37,82,570
37,83,881
37,84,1114
37,85,1281
37,86,1218
37,87,1722
37,88,1527
37,89,1344
37,90,896
37,91,286
37,92,147
37,93,224
37,94,265
37,95,313
37,96,370
37,97,424
37,98,552
37,99,471
37,100,479
37,101,532
37,102,325
37,103,286
37,104,131
37,105,86
37,106,66
37,107,89
37,108,92
37,109,98
37,110,148
37,111,125
37,112,133
37,113,131
37,114,117
37,115,99
37,116,73
37,117,37
37,118,38
37,119,30
37,120,19
37,121,19
37,122,29
37,123,19
37,124,34
37,125,25
37,126,33
37,127,22
37,128,21
37,129,9
37,130,18
37,131,9
37,132,9
37,133,5
37,134,5
37,135,1
37,136,4
37,137,5
37,138,6
37,139,3
37,140,7
37,141,2
37,142,3
37,143,3
37,145,1
37,146,2
37,153,1
37,154,1
37,157,1
37,172,1
38,38,1
38,39,1
38,41,2
38,42,22
38,43,36
38,44,87
38,45,102
38,46,38
38,47,157
38,48,167
38,49,617
38,50,674
38,51,1528
38,52,3191
38,53,3560
38,54,7454
38,55,4903
38,56,332
38,57,300
38,58,838
38,59,1097
38,60,2202
38,61,2472
38,62,4475
38,63,6772
38,64,7131
38,65,9946
38,66,4581
38,67,432
38,68,724
38,69,715
38,70,1363
38,71,1872
38,72,2632
38,73,2690
38,74,4656
38,75,5003
38,76,5019
38,77,4972
38,78,1737
38,79,522
38,80,579
38,81,745
38,82,823
38,83,1251
38,84,1638
38,85,1884
38,86,1848
38,87,2586
38,88,2176
38,89,2048
38,90,1405
38,91,468
38,92,253
38,93,418
38,94,403
38,95,572
38,96,536
38,97,687
38,98,823
38,99,805
38,100,760
38,101,816
38,102,615
38,103,477
38,104,269
38,105,134
38,106,123
38,107,142
38,108,168
38,109,215
38,110,209
38,111,222
38,112,229
38,113,243
38,114,182
38,115,172
38,116,152
38,117,88
38,118,47
38,119,46
38,120,35
38,121,44
38,122,57
38,123,41
38,124,53
38,125,37
38,126,51
38,127,49
38,128,43
38,129,27
38,130,23
38,131,17
38,132,12
38,133,11
38,134,9
38,135,6
38,136,7
38,137,10
38,138,5
38,139,8
38,140,8
38,141,1
38,142,7
38,143,1
38,144,2
38,145,4
38,146,2
38,147,2
38,148,1
38,151,1
38,153,2
38,157,3
38,158,1
38,165,1
39,41,1
39,42,1
39,43,6
39,44,12
39,45,29
39,46,17
39,47,90
39,48,126
39,49,417
39,50,446
39,51,924
39,52,2067
39,53,2364
39,54,4935
39,55,3071
39,56,340
39,57,323
39,58,872
39,59,1262
39,60,2326
39,61,2430
39,62,4631
39,63,7027
39,64,7288
39,65,10403
39,66,4779
39,67,546
39,68,906
39,69,897
39,70,1808
39,71,2419
39,72,3458
39,73,3462
39,74,5684
39,75,6302
39,76,6225
39,77,6286
39,78,2134
39,79,682
39,80,826
39,81,1128
39,82,1207
39,83,1893
39,84,2382
39,85,2763
39,86,2680
39,87,3707
39,88,3275
39,89,3019
39,90,2187
39,91,713
39,92,458
39,93,645
39,94,732
39,95,926
39,96,986
39,97,1229
39,98,1388
39,99,1352
39,100,1367
39,101,1447
39,102,1007
39,103,823
39,104,474
39,105,281
39,106,251
39,107,326
39,108,342
39,109,390
39,110,432
39,111,417
39,112,473
39,113,447
39,114,389
39,115,353
39,116,342
39,117,216
39,118,124
39,119,99
39,120,85
39,121,86
39,122,102
39,123,126
39,124,111
39,125,123
39,126,113
39,127,97
39,128,114
39,129,78
39,130,55
39,131,54
39,132,30
39,133,26
39,134,28
39,135,13
39,136,23
39,137,26
39,138,19
39,139,24
39,140,21
39,141,18
39,142,28
39,143,16
39,144,5
39,145,11
39,146,10
39,147,11
39,148,2
39,149,1
39,150,3
39,151,4
39,152,6
39,153,4
39,154,2
39,155,1
39,156,3
39,157,1
39,158,1
39,161,3
39,164,1
39,165,1
40,43,1
40,45,11
40,46,7
40,47,38
40,48,59
40,49,181
40,50,207
40,51,525
40,52,1020
40,53,1218
40,54,2446
40,55,1544
40,56,313
40,57,292
40,58,715
40,59,1021
40,60,2116
40,61,2233
40,62,4435
40,63,6499
40,64,6605
40,65,9641
40,66,4405
40,67,570
40,68,1039
40,69,1026
40,70,1980
40,71,2862
40,72,3965
40,73,3893
40,74,6667
40,75,7613
40,76,7271
40,77,7151
40,78,2560
40,79,868
40,80,1117
40,81,1532
40,82,1526
40,83,2506
40,84,3185
40,85,3574
40,86,3603
40,87,4991
40,88,4392
40,89,3797
40,90,2832
40,91,949
40,92,668
40,93,922
40,94,1040
40,95,1375
40,96,1369
40,97,1729
40,98,2061
40,99,1913
40,100,1881
40,101,2126
40,102,1600
40,103,1272
40,104,706
40,105,428
40,106,394
40,107,467
40,108,547
40,109,595
40,110,667
40,111,764
40,112,728
40,113,707
40,114,622
40,115,568
40,116,520
40,117,352
40,118,253
40,119,196
40,120,135
40,121,175
40,122,200
40,123,188
40,124,180
40,125,192
40,126,201
40,127,179
40,128,157
40,129,128
40,130,122
40,131,101
40,132,67
40,133,62
40,134,37
40,135,39
40,136,48
40,137,37
40,138,40
40,139,42
40,140,37
40,141,32
40,142,37
40,143,26
40,144,17
40,145,15
40,146,13
40,147,9
40,148,4
40,149,7
40,150,8
40,151,10
40,152,4
40,153,5
40,154,6
40,155,5
40,156,5
40,157,5
40,159,4
40,161,3
40,162,3
40,163,2
40,170,1
40,171,1
40,181,1
41,42,1
41,44,2
41,45,2
41,46,1
41,47,12
41,48,15
41,49,55
41,50,79
41,51,161
41,52,377
41,53,449
41,54,903
41,55,578
41,56,262
41,57,207
41,58,622
41,59,841
41,60,1715
41,61,1988
41,62,3630
41,63,5318
41,64,5544
41,65,7908
41,66,3715
41,67,611
41,68,1062
41,69,1071
41,70,2168
41,71,2879
41,72,4356
41,73,4333
41,74,7219
41,75,8156
41,76,7771
41,77,7632
41,78,2781
41,79,1162
41,80,1356
41,81,1884
41,82,1929
41,83,3168
41,84,3894
41,85,4637
41,86,4412
41,87,6191
41,88,5616
41,89,4830
41,90,3620
41,91,1358
41,92,967
41,93,1357
41,94,1553
41,95,1912
41,96,2055
41,97,2534
41,98,2941
41,99,2959
41,100,2828
41,101,3128
41,102,2264
41,103,1905
41,104,1167
41,105,732
41,106,636
41,107,829
41,108,1016
41,109,1021
41,110,1096
41,111,1182
41,112,1262
41,113,1252
41,114,1119
41,115,988
41,116,939
41,117,571
41,118,430
41,119,331
41,120,312
41,121,364
41,122,346
41,123,368
41,124,420
41,125,400
41,126,395
41,127,389
41,128,354
41,129,293
41,130,227
41,131,194
41,132,164
41,133,154
41,134,99
41,135,94
41,136,108
41,137,91
41,138,104
41,139,96
41,140,96
41,141,109
41,142,90
41,143,64
41,144,60
41,145,55
41,146,39
41,147,33
41,148,29
41,149,16
41,150,25
41,151,26
41,152,20
41,153,24
41,154,22
41,155,19
41,156,14
41,157,9
41,158,9
41,159,7
41,160,7
41,161,7
41,162,3
41,163,7
41,164,3
41,165,3
41,166,4
41,167,2
41,168,1
41,169,2
41,170,2
41,171,1
41,172,1
41,174,2
41,175,1
41,176,1
41,177,1
41,184,1
42,46,1
42,47,2
42,48,4
42,49,13
42,50,15
42,51,49
42,52,86
42,53,110
42,54,258
42,55,169
42,56,162
42,57,149
42,58,362
42,59,642
42,60,1214
42,61,1285
42,62,2419
42,63,3655
42,64,3887
42,65,5449
42,66,2593
42,67,553
42,68,1092
42,69,1037
42,70,2070
42,71,2903
42,72,4229
42,73,4252
42,74,6845
42,75,7963
42,76,7458
42,77,7225
42,78,2780
42,79,1212
42,80,1603
42,81,2248
42,82,2219
42,83,3570
42,84,4503
42,85,5326
42,86,5191
42,87,7113
42,88,6458
42,89,5443
42,90,4165
42,91,1480
42,92,1264
42,93,1719
42,94,2022
42,95,2479
42,96,2524
42,97,3133
42,98,3865
42,99,3805
42,100,3559
42,101,3953
42,102,2888
42,103,2432
42,104,1470
42,105,980
42,106,895
42,107,1113
42,108,1309
42,109,1508
42,110,1622
42,111,1608
42,112,1749
42,113,1762
42,114,1581
42,115,1408
42,116,1391
42,117,894
42,118,597
42,119,589
42,120,431
42,121,523
42,122,542
42,123,601
42,124,622
42,125,602
42,126,633
42,127,562
42,128,557
42,129,460
42,130,386
42,131,312
42,132,245
42,133,205
42,134,171
42,135,149
42,136,174
42,137,147
42,138,181
42,139,168
42,140,159
42,141,135
42,142,138
42,143,120
42,144,97
42,145,85
42,146,88
42,147,48
42,148,38
42,149,35
42,150,40
42,151,36
42,152,29
42,153,32
42,154,33
42,155,33
42,156,34
42,157,24
42,158,19
42,159,14
42,160,20
42,161,14
42,162,7
42,163,10
42,164,6
42,165,7
42,166,5
42,167,3
42,168,5
42,169,3
42,170,1
42,171,4
42,172,4
42,173,2
42,174,2
42,175,2
42,176,2
42,178,1
42,179,3
42,183,1
42,186,1
43,49,3
43,50,3
43,51,7
43,52,10
43,53,26
43,54,53
43,55,40
43,56,78
43,57,83
43,58,229
43,59,320
43,60,674
43,61,785
43,62,1426
43,63,2161
43,64,2399
43,65,3229
43,66,1614
43,67,484
43,68,938
43,69,890
43,70,1825
43,71,2474
43,72,3594
43,73,3843
43,74,6183
43,75,7027
43,76,6727
43,77,6525
43,78,2502
43,79,1280
43,80,1540
43,81,2423
43,82,2477
43,83,3756
43,84,4885
43,85,5632
43,86,5607
43,87,7394
43,88,6929
43,89,5977
43,90,4630
43,91,1729
43,92,1554
43,93,2143
43,94,2506
43,95,3146
43,96,3048
43,97,4108
43,98,4764
43,99,4754
43,100,4520
43,101,4920
43,102,3759
43,103,3102
43,104,1939
43,105,1419
43,106,1304
43,107,1611
43,108,1971
43,109,2121
43,110,2386
43,111,2389
43,112,2543
43,113,2695
43,114,2300
43,115,2063
43,116,2002
43,117,1288
43,118,991
43,119,894
43,120,772
43,121,885
43,122,916
43,123,974
43,124,1043
43,125,998
43,126,1033
43,127,1023
43,128,924
43,129,842
43,130,726
43,131,605
43,132,494
43,133,397
43,134,317
43,135,290
43,136,372
43,137,329
43,138,363
43,139,346
43,140,374
43,141,271
43,142,296
43,143,245
43,144,234
43,145,213
43,146,182
43,147,120
43,148,110
43,149,87
43,150,96
43,151,96
43,152,86
43,153,92
43,154,82
43,155,61
43,156,85
43,157,61
43,158,58
43,159,46
43,160,50
43,161,34
43,162,24
43,163,20
43,164,18
43,165,21
43,166,17
43,167,16
43,168,13
43,169,21
43,170,16
43,171,15
43,172,13
43,173,6
43,174,5
43,175,6
43,176,5
43,177,8
43,178,3
43,179,2
43,180,2
43,181,1
43,183,2
43,184,2
43,185,2
43,186,2
43,187,1
43,188,1
43,189,3
43,195,1
43,196,1
44,51,2
44,52,3
44,53,7
44,54,9
44,55,13
44,56,31
44,57,35
44,58,95
44,59,150
44,60,296
44,61,335
44,62,696
44,63,972
44,64,1089
44,65,1537
44,66,816
44,67,368
44,68,733
44,69,724
44,70,1317
44,71,1940
44,72,2825
44,73,3000
44,74,4773
44,75,5278
44,76,5184
44,77,4966
44,78,2055
44,79,1295
44,80,1535
44,81,2251
44,82,2158
44,83,3627
44,84,4658
44,85,5604
44,86,5403
44,87,7294
44,88,6788
44,89,5640
44,90,4364
44,91,1748
44,92,1713
44,93,2297
44,94,2624
44,95,3410
44,96,3414
44,97,4393
44,98,5246
44,99,5058
44,100,4938
44,101,5419
44,102,4092
44,103,3412
44,104,2187
44,105,1657
44,106,1476
44,107,1986
44,108,2414
44,109,2524
44,110,2837
44,111,2800
44,112,3022
44,113,3125
44,114,2825
44,115,2591
44,116,2431
44,117,1692
44,118,1219
44,119,1186
44,120,923
44,121,1197
44,122,1216
44,123,1276
44,124,1345
44,125,1389
44,126,1408
44,127,1322
44,128,1308
44,129,1075
44,130,983
44,131,781
44,132,650
44,133,546
44,134,442
44,135,389
44,136,484
44,137,485
44,138,526
44,139,494
44,140,476
44,141,440
44,142,442
44,143,358
44,144,311
44,145,308
44,146,259
44,147,193
44,148,164
44,149,148
44,150,147
44,151,150
44,152,131
44,153,108
44,154,144
44,155,108
44,156,114
44,157,95
44,158,81
44,159,78
44,160,60
44,161,57
44,162,55
44,163,45
44,164,40
44,165,28
44,166,25
44,167,25
44,168,23
44,169,26
44,170,18
44,171,25
44,172,25
44,173,17
44,174,7
44,175,11
44,176,9
44,177,4
44,178,5
44,179,5
44,180,5
44,181,7
44,182,1
44,183,2
44,184,3
44,185,2
44,186,3
44,187,4
44,189,3
44,190,2
44,191,1
44,192,3
44,198,1
45,51,2
45,54,2
45,55,5
45,56,7
45,57,18
45,58,28
45,59,52
45,60,84
45,61,122
45,62,241
45,63,319
45,64,376
45,65,510
45,66,331
45,67,217
45,68,480
45,69,459
45,70,913
45,71,1245
45,72,1748
45,73,1906
45,74,3136
45,75,3494
45,76,3472
45,77,3357
45,78,1492
45,79,1052
45,80,1312
45,81,2031
45,82,1958
45,83,3115
45,84,4118
45,85,4808
45,86,4855
45,87,6370
45,88,5953
45,89,5159
45,90,4111
45,91,1705
45,92,1704
45,93,2432
45,94,2815
45,95,3567
45,96,3486
45,97,4648
45,98,5302
45,99,5440
45,100,5312
45,101,5493
45,102,4331
45,103,3649
45,104,2466
45,105,2020
45,106,1917
45,107,2383
45,108,2895
45,109,3133
45,110,3407
45,111,3383
45,112,3842
45,113,4008
45,114,3439
45,115,3127
45,116,3077
45,117,2082
45,118,1589
45,119,1665
