add_ds_card,mult_ds_card,count
27,75,5
27,76,12
27,77,10
27,78,2
27,84,2
27,85,1
27,86,2
27,88,1
28,28,5
28,29,5
28,30,33
28,31,48
28,32,97
28,33,642
28,34,703
28,35,4069
28,36,6806
28,37,12
28,38,21
28,39,58
28,40,86
28,41,160
28,42,489
28,43,565
28,44,2012
28,45,2065
28,46,2
28,47,14
28,48,15
28,49,37
28,50,52
28,51,101
28,52,166
28,53,244
28,54,500
28,55,342
28,56,1
28,57,2
28,58,16
28,59,12
28,60,16
28,61,20
28,62,40
28,63,77
28,64,93
28,65,124
28,66,57
28,67,3
28,68,2
28,69,2
28,70,6
28,71,6
28,72,9
28,73,13
28,74,16
28,75,10
28,76,23
28,77,20
28,78,6
28,82,1
28,84,1
28,85,1
28,87,1
28,88,2
28,89,2
28,90,1
28,96,1
28,100,1
28,102,1
29,28,1
29,29,3
29,30,31
29,31,25
29,32,85
29,33,627
29,34,613
29,35,3938
29,36,6118
29,37,18
29,38,17
29,39,91
29,40,107
29,41,234
29,42,859
29,43,938
29,44,3383
29,45,3374
29,46,4
29,47,31
29,48,48
29,49,77
29,50,105
29,51,245
29,52,414
29,53,493
29,54,1131
29,55,772
29,56,5
29,57,5
29,58,22
29,59,30
29,60,28
29,61,42
29,62,99
29,63,141
29,64,176
29,65,245
29,66,83
29,67,3
29,68,5
29,69,4
29,70,11
29,71,25
29,72,20
29,73,34
29,74,47
29,75,49
29,76,52
29,77,38
29,78,11
29,79,1
29,80,1
29,81,3
29,82,1
29,83,4
29,84,4
29,85,7
29,86,7
29,87,10
29,88,7
29,89,4
29,90,4
29,92,1
29,98,2
29,99,2
29,101,2
29,103,1
30,28,1
30,29,1
30,30,18
30,31,12
30,32,66
30,33,445
30,34,447
30,35,2756
30,36,4451
30,37,22
30,38,43
30,39,114
30,40,178
30,41,383
30,42,1287
30,43,1446
30,44,4836
30,45,4895
30,46,13
30,47,39
30,48,60
30,49,115
30,50,157
30,51,339
30,52,620
30,53,821
30,54,1730
30,55,1121
30,56,9
30,57,6
30,58,52
30,59,49
30,60,91
30,61,98
30,62,187
30,63,273
30,64,318
30,65,431
30,66,208
30,67,7
30,68,10
30,69,4
30,70,21
30,71,32
30,72,32
30,73,53
30,74,75
30,75,78
30,76,79
30,77,86
30,78,25
30,79,4
30,80,3
30,81,6
30,82,4
30,83,9
30,84,12
30,85,10
30,86,17
30,87,16
30,88,10
30,89,17
30,90,13
30,91,1
30,95,2
30,96,2
30,98,1
30,99,3
30,100,2
30,102,1
31,29,1
31,30,16
31,31,6
31,32,20
31,33,202
31,34,198
31,35,1195
31,36,1875
31,37,46
31,38,46
31,39,164
31,40,227
31,41,485
31,42,1657
31,43,1965
31,44,6410
31,45,6611
31,46,13
31,47,83
31,48,120
31,49,220
31,50,246
31,51,574
31,52,1117
31,53,1367
31,54,2940
31,55,2016
31,56,18
31,57,22
31,58,68
31,59,97
31,60,170
31,61,188
31,62,370
31,63,488
31,64,559
31,65,779
31,66,358
31,67,9
31,68,24
31,69,28
31,70,40
31,71,67
31,72,103
31,73,102
31,74,173
31,75,165
31,76,210
31,77,177
31,78,60
31,79,4
31,80,8
31,81,12
31,82,9
31,83,25
31,84,23
31,85,29
31,86,33
31,87,35
31,88,37
31,89,22
31,90,15
31,91,2
31,92,2
31,93,6
31,94,5
31,95,6
31,96,4
31,97,7
31,98,9
31,99,7
31,100,4
31,101,12
31,102,6
31,103,3
31,107,1
31,109,1
31,117,1
31,119,1
31,126,1
31,127,1
32,30,2
32,31,1
32,32,6
32,33,46
32,34,42
32,35,321
32,36,423
32,37,37
32,38,39
32,39,231
32,40,277
32,41,584
32,42,1984
32,43,2203
32,44,7601
32,45,7627
32,46,23
32,47,121
32,48,162
32,49,356
32,50,434
32,51,908
32,52,1848
32,53,2124
32,54,4549
32,55,3056
32,56,27
32,57,33
32,58,134
32,59,173
32,60,245
32,61,305
32,62,574
32,63,883
32,64,1020
32,65,1433
32,66,601
32,67,24
32,68,44
32,69,46
32,70,94
32,71,105
32,72,153
32,73,163
32,74,291
32,75,342
32,76,332
32,77,303
32,78,84
32,79,12
32,80,22
32,81,17
32,82,20
32,83,36
32,84,54
32,85,60
32,86,55
32,87,73
32,88,66
32,89,64
32,90,43
32,91,6
32,92,6
32,93,6
32,94,5
32,95,8
32,96,9
32,97,11
32,98,17
32,99,12
32,100,11
32,101,14
32,102,6
32,103,6
32,104,2
32,105,1
32,106,2
32,108,4
32,110,2
32,111,2
32,113,3
32,114,1
32,115,1
32,116,1
33,33,2
33,34,8
33,35,32
33,36,47
33,37,25
33,38,39
33,39,195
33,40,265
33,41,608
33,42,1969
33,43,2239
33,44,7674
33,45,7591
33,46,42
33,47,136
33,48,229
33,49,510
33,50,624
33,51,1313
33,52,2625
33,53,3131
33,54,6376
33,55,4382
33,56,76
33,57,48
33,58,195
33,59,289
33,60,468
33,61,523
33,62,1017
33,63,1455
33,64,1622
33,65,2292
33,66,996
33,67,63
33,68,70
33,69,65
33,70,154
33,71,244
33,72,326
33,73,343
33,74,561
33,75,605
33,76,661
33,77,560
33,78,177
33,79,22
33,80,44
33,81,46
33,82,56
33,83,82
33,84,103
33,85,117
33,86,149
33,87,200
33,88,173
33,89,157
33,90,76
33,91,23
33,92,9
33,93,6
33,94,17
33,95,36
33,96,24
33,97,30
33,98,29
33,99,28
33,100,29
33,101,29
33,102,21
33,103,16
33,104,7
33,105,2
33,106,2
33,107,4
33,108,3
33,109,8
33,110,5
33,111,3
33,112,6
33,113,4
33,114,6
33,115,5
33,116,1
33,117,1
33,118,1
33,119,1
33,123,1
33,126,3
33,132,1
34,35,5
34,36,6
34,37,15
34,38,31
34,39,199
34,40,190
34,41,420
34,42,1611
34,43,1865
34,44,6115
34,45,6038
34,46,44
34,47,219
34,48,273
34,49,652
34,50,748
34,51,1700
34,52,3556
34,53,3929
34,54,8277
34,55,5711
34,56,90
34,57,125
34,58,304
34,59,370
34,60,754
34,61,808
34,62,1565
34,63,2238
34,64,2474
34,65,3533
34,66,1626
34,67,88
34,68,128
34,69,134
34,70,272
34,71,414
34,72,470
34,73,550
34,74,937
34,75,920
34,76,1066
34,77,961
34,78,264
34,79,51
34,80,71
34,81,84
34,82,94
34,83,163
34,84,190
34,85,244
34,86,215
34,87,315
34,88,278
34,89,225
34,90,140
34,91,44
34,92,12
34,93,43
34,94,25
34,95,42
34,96,47
34,97,54
34,98,69
34,99,65
34,100,68
34,101,68
34,102,50
34,103,32
34,104,10
34,105,3
34,106,3
34,107,5
34,108,5
34,109,10
34,110,13
34,111,3
34,112,13
34,113,10
34,114,4
34,115,6
34,116,2
34,117,2
34,118,1
34,120,4
34,121,3
34,122,5
34,123,1
34,124,1
34,125,2
34,126,1
35,35,1
35,36,4
35,37,10
35,38,11
35,39,90
35,40,87
35,41,276
35,42,1025
35,43,1135
35,44,3928
35,45,3734
35,46,68
35,47,223
35,48,298
35,49,828
35,50,932
35,51,1951
35,52,4070
35,53,4660
35,54,10052
35,55,6680
35,56,177
35,57,158
35,58,483
35,59,585
35,60,1166
35,61,1219
35,62,2355
35,63,3275
35,64,3592
35,65,5300
35,66,2461
35,67,148
35,68,243
35,69,245
35,70,465
35,71,601
35,72,861
35,73,922
35,74,1610
35,75,1630
35,76,1792
35,77,1604
35,78,540
35,79,106
35,80,155
35,81,178
35,82,182
35,83,330
35,84,373
35,85,462
35,86,436
35,87,596
35,88,536
35,89,438
35,90,288
35,91,85
35,92,38
35,93,62
35,94,85
35,95,80
35,96,115
35,97,135
35,98,162
35,99,151
35,100,149
35,101,135
35,102,109
35,103,79
35,104,31
35,105,12
35,106,18
35,107,19
35,108,19
35,109,21
35,110,23
35,111,28
35,112,34
35,113,23
35,114,31
35,115,24
35,116,18
35,117,9
35,118,5
35,119,6
35,120,2
35,121,2
35,122,5
35,123,4
35,124,3
35,125,7
35,126,9
35,127,2
35,128,4
35,129,3
35,130,1
35,132,1
35,133,3
35,135,1
35,137,1
35,138,1
35,140,1
35,145,1
36,35,1
36,37,7
36,38,5
36,39,58
36,40,38
36,41,100
36,42,487
36,43,513
36,44,1668
36,45,1630
36,46,48
36,47,195
36,48,316
36,49,894
36,50,883
36,51,2072
36,52,4464
36,53,4700
36,54,10312
36,55,6781
36,56,196
36,57,220
36,58,637
36,59,797
36,60,1453
36,61,1598
36,62,3161
36,63,4650
36,64,5018
36,65,7005
36,66,3281
36,67,208
36,68,352
36,69,365
36,70,737
36,71,1000
36,72,1304
36,73,1368
36,74,2316
36,75,2425
36,76,2606
36,77,2471
36,78,818
36,79,185
36,80,228
36,81,299
36,82,343
36,83,483
36,84,666
36,85,731
36,86,754
36,87,1045
36,88,850
36,89,792
36,90,518
36,91,154
36,92,88
36,93,119
36,94,125
36,95,151
36,96,189
36,97,228
36,98,268
36,99,244
36,100,222
36,101,268
36,102,189
36,103,134
36,104,66
36,105,34
36,106,31
36,107,35
36,108,31
36,109,54
36,110,55
36,111,64
36,112,56
36,113,51
36,114,51
36,115,56
36,116,32
36,117,21
36,118,15
36,119,8
36,120,3
36,121,10
36,122,8
36,123,7
36,124,11
36,125,8
36,126,13
36,127,7
36,128,5
36,129,7
36,130,4
36,131,1
36,145,1
36,150,2
36,161,1
37,35,2
37,37,1
37,38,1
37,39,6
37,40,7
37,41,31
37,42,120
37,43,155
37,44,451
37,45,480
37,46,53
37,47,190
37,48,266
37,49,803
37,50,809
37,51,1980
37,52,4115
37,53,4336
37,54,9635
37,55,6119
37,56,268
37,57,272
37,58,750
37,59,1084
37,60,1895
37,61,2008
37,62,3959
37,63,5755
37,64,6114
37,65,8706
37,66,4024
37,67,342
37,68,547
37,69,540
37,70,1085
37,71,1439
37,72,1884
37,73,2063
37,74,3375
37,75,3716
37,76,3759
37,77,3672
37,78,1306
37,79,290
37,80,373
37,81,518
37,82,565
37,83,857
37,84,1053
37,85,1215
37,86,1263
37,87,1726
37,88,1485
37,89,1294
37,90,927
37,91,299
37,92,140
37,93,240
37,94,265
37,95,351
37,96,334
37,97,431
37,98,512
37,99,513
37,100,509
37,101,549
37,102,346
37,103,255
37,104,134
37,105,85
37,106,87
37,107,83
37,108,102
37,109,108
37,110,123
37,111,135
37,112,121
37,113,120
37,114,109
37,115,79
37,116,77
37,117,51
37,118,24
37,119,27
37,120,8
37,121,26
37,122,24
37,123,27
37,124,23
37,125,35
37,126,38
37,127,17
37,128,25
37,129,14
37,130,10
37,131,13
37,132,7
37,133,5
37,134,5
37,135,8
37,136,5
37,137,5
37,138,1
37,139,3
37,140,4
37,141,2
37,142,5
37,143,2
37,144,1
37,145,1
37,146,2
37,147,2
37,149,1
37,155,1
37,157,1
38,35,1
38,39,2
38,40,1
38,41,5
38,42,12
38,43,26
38,44,69
38,45,109
38,46,31
38,47,127
38,48,188
38,49,626
38,50,625
38,51,1463
38,52,3162
38,53,3533
38,54,7489
38,55,4851
38,56,310
38,57,329
38,58,866
38,59,1127
38,60,2220
38,61,2359
38,62,4589
38,63,6859
38,64,6941
38,65,10181
38,66,4585
38,67,429
38,68,677
38,69,737
38,70,1416
38,71,1938
38,72,2667
38,73,2750
38,74,4563
38,75,4933
38,76,5056
38,77,4759
38,78,1816
38,79,461
38,80,557
38,81,753
38,82,857
38,83,1234
38,84,1615
38,85,1909
38,86,1844
38,87,2555
38,88,2252
38,89,2025
38,90,1434
38,91,466
38,92,255
38,93,414
38,94,415
38,95,581
38,96,541
38,97,694
38,98,721
38,99,791
38,100,767
38,101,879
38,102,548
38,103,485
38,104,265
38,105,124
38,106,146
38,107,140
38,108,181
38,109,195
38,110,218
38,111,232
38,112,221
38,113,230
38,114,171
38,115,188
38,116,147
38,117,93
38,118,68
38,119,53
38,120,31
38,121,39
38,122,46
38,123,41
38,124,43
38,125,43
38,126,53
38,127,38
38,128,38
38,129,34
38,130,21
38,131,19
38,132,20
38,133,10
38,134,9
38,135,5
38,136,11
38,137,10
38,138,6
38,139,5
38,140,9
38,141,9
38,142,5
38,143,3
38,144,3
38,145,5
38,146,1
38,148,1
38,150,1
39,42,4
39,43,4
39,44,8
39,45,31
39,46,22
39,47,81
39,48,119
39,49,405
39,50,411
39,51,1001
39,52,2082
39,53,2348
39,54,4814
39,55,3142
39,56,349
39,57,316
39,58,890
39,59,1199
39,60,2255
39,61,2428
39,62,4539
39,63,7270
39,64,7252
39,65,10519
39,66,4836
39,67,559
39,68,931
39,69,853
39,70,1714
39,71,2415
39,72,3383
39,73,3428
39,74,6044
39,75,6479
39,76,6167
39,77,6135
39,78,2150
39,79,699
39,80,849
39,81,1159
39,82,1229
39,83,1935
39,84,2353
39,85,2792
39,86,2684
39,87,3734
39,88,3309
39,89,2937
39,90,2098
39,91,680
39,92,444
39,93,673
39,94,799
39,95,885
39,96,1004
39,97,1221
39,98,1409
39,99,1406
39,100,1272
39,101,1442
39,102,994
39,103,903
39,104,483
39,105,271
39,106,263
39,107,299
39,108,346
39,109,376
39,110,465
39,111,438
39,112,441
39,113,431
39,114,374
39,115,373
39,116,304
39,117,191
39,118,138
39,119,107
39,120,93
39,121,103
39,122,121
39,123,110
39,124,125
39,125,107
39,126,131
39,127,91
39,128,101
39,129,75
39,130,68
39,131,41
39,132,41
39,133,28
39,134,25
39,135,19
39,136,18
39,137,30
39,138,21
39,139,23
39,140,22
39,141,18
39,142,18
39,143,16
39,144,12
39,145,6
39,146,6
39,147,8
39,148,4
39,149,5
39,150,5
39,151,2
39,152,4
39,153,4
39,154,3
39,155,2
39,156,2
39,157,7
39,158,2
39,159,1
39,160,1
39,161,1
39,162,1
39,163,1
39,170,1
40,44,1
40,45,14
40,46,3
40,47,31
40,48,66
40,49,184
40,50,209
40,51,492
40,52,1048
40,53,1259
40,54,2439
40,55,1560
40,56,322
40,57,289
40,58,775
40,59,1093
40,60,2135
40,61,2288
40,62,4375
40,63,6648
40,64,6668
40,65,9554
40,66,4527
40,67,555
40,68,1049
40,69,988
40,70,2063
40,71,2750
40,72,3924
40,73,3947
40,74,6574
40,75,7329
40,76,7427
40,77,7145
40,78,2480
40,79,894
40,80,1098
40,81,1450
40,82,1540
40,83,2441
40,84,3107
40,85,3709
40,86,3530
40,87,4865
40,88,4454
40,89,3829
40,90,2835
40,91,992
40,92,680
40,93,909
40,94,1067
40,95,1316
40,96,1371
40,97,1716
40,98,2048
40,99,1935
40,100,1978
40,101,2156
40,102,1495
40,103,1309
40,104,659
40,105,431
40,106,401
40,107,441
40,108,589
40,109,644
40,110,660
40,111,664
40,112,745
40,113,703
40,114,645
40,115,576
40,116,534
40,117,329
40,118,223
40,119,219
40,120,162
40,121,164
40,122,178
40,123,179
40,124,206
40,125,205
40,126,185
40,127,174
40,128,165
40,129,153
40,130,117
40,131,94
40,132,73
40,133,60
40,134,48
40,135,39
40,136,43
40,137,43
40,138,33
40,139,42
40,140,37
40,141,39
40,142,21
40,143,20
40,144,17
40,145,26
40,146,12
40,147,4
40,148,5
40,149,3
40,150,9
40,151,7
40,152,4
40,153,6
40,154,6
40,155,5
40,156,6
40,157,3
40,158,1
40,159,3
40,160,3
40,161,1
40,163,2
40,164,2
40,165,1
40,166,1
40,168,1
40,172,1
41,44,1
41,45,1
41,46,2
41,47,9
41,48,13
41,49,61
41,50,79
41,51,171
41,52,419
41,53,476
41,54,959
41,55,615
41,56,229
41,57,205
41,58,602
41,59,887
41,60,1724
41,61,1902
41,62,3645
41,63,5505
41,64,5547
41,65,7917
41,66,3778
41,67,604
41,68,1148
41,69,1019
41,70,2167
41,71,3021
41,72,4161
41,73,4271
41,74,7190
41,75,8130
41,76,7602
41,77,7629
41,78,2714
41,79,1120
41,80,1400
41,81,1891
41,82,1977
41,83,3156
41,84,4047
41,85,4682
41,86,4462
41,87,6217
41,88,5625
41,89,4929
41,90,3675
41,91,1333
41,92,971
41,93,1408
41,94,1594
41,95,1980
41,96,2046
41,97,2513
41,98,2934
41,99,2965
41,100,2855
41,101,3070
41,102,2293
41,103,1901
41,104,1116
41,105,691
41,106,666
41,107,781
41,108,1009
41,109,1036
41,110,1117
41,111,1175
41,112,1254
41,113,1262
41,114,1155
41,115,970
41,116,1006
41,117,579
41,118,438
41,119,344
41,120,311
41,121,328
41,122,357
41,123,389
41,124,397
41,125,378
41,126,397
41,127,376
41,128,346
41,129,316
41,130,227
41,131,197
41,132,150
41,133,137
41,134,113
41,135,81
41,136,105
41,137,106
41,138,94
41,139,112
41,140,93
41,141,96
41,142,85
41,143,75
41,144,65
41,145,43
41,146,50
41,147,23
41,148,32
41,149,17
41,150,25
41,151,22
41,152,18
41,153,21
41,154,25
41,155,16
41,156,12
41,157,18
41,158,9
41,159,10
41,160,11
41,161,2
41,162,9
41,163,1
41,164,3
41,165,4
41,166,1
41,167,5
41,168,2
41,169,3
41,170,3
41,171,2
41,172,1
41,173,1
41,174,1
41,175,1
41,176,1
41,179,1
41,181,1
41,187,1
42,48,3
42,49,15
42,50,10
42,51,40
42,52,91
42,53,127
42,54,251
42,55,165
42,56,168
42,57,148
42,58,420
42,59,574
42,60,1168
42,61,1321
42,62,2491
42,63,3783
42,64,3927
42,65,5388
42,66,2633
42,67,548
42,68,1095
42,69,1026
42,70,2077
42,71,2870
42,72,4166
42,73,4271
42,74,6976
42,75,7852
42,76,7437
42,77,7348
42,78,2776
42,79,1235
42,80,1574
42,81,2250
42,82,2186
42,83,3515
42,84,4473
42,85,5354
42,86,5090
42,87,7035
42,88,6517
42,89,5359
42,90,4145
42,91,1530
42,92,1160
42,93,1781
42,94,2035
42,95,2429
42,96,2449
42,97,3342
42,98,3803
42,99,3744
42,100,3574
42,101,3891
42,102,2929
42,103,2499
42,104,1429
42,105,1012
42,106,860
42,107,1143
42,108,1365
42,109,1478
42,110,1603
42,111,1634
42,112,1743
42,113,1737
42,114,1588
42,115,1452
42,116,1360
42,117,823
42,118,639
42,119,527
42,120,466
42,121,499
42,122,587
42,123,579
42,124,595
42,125,600
42,126,613
42,127,600
42,128,577
42,129,436
42,130,402
42,131,335
42,132,284
42,133,195
42,134,138
42,135,133
42,136,171
42,137,146
42,138,164
42,139,174
42,140,155
42,141,162
42,142,146
42,143,116
42,144,97
42,145,91
42,146,67
42,147,55
42,148,42
42,149,38
42,150,37
42,151,36
42,152,35
42,153,35
42,154,41
42,155,31
42,156,32
42,157,23
42,158,10
42,159,15
42,160,12
42,161,17
42,162,8
42,163,7
42,164,5
42,165,6
42,166,2
42,167,1
42,168,6
42,169,5
42,170,4
42,171,6
42,172,2
42,173,1
42,175,1
42,177,3
42,178,1
42,179,1
42,180,1
42,181,1
42,182,1
42,184,1
42,185,2
43,47,1
43,48,2
43,49,3
43,51,10
43,52,17
43,53,29
43,54,58
43,55,36
43,56,97
43,57,98
43,58,251
43,59,356
43,60,649
43,61,768
43,62,1398
43,63,2128
43,64,2349
43,65,3223
43,66,1595
43,67,456
43,68,946
43,69,931
43,70,1841
43,71,2454
43,72,3611
43,73,3840
43,74,6161
43,75,6981
43,76,6606
43,77,6480
43,78,2554
43,79,1282
43,80,1617
43,81,2353
43,82,2363
43,83,3792
43,84,4844
43,85,5805
43,86,5615
43,87,7689
43,88,6888
43,89,5763
43,90,4560
43,91,1753
43,92,1571
43,93,2166
43,94,2423
43,95,3272
43,96,3084
43,97,4003
43,98,4783
43,99,4581
43,100,4541
43,101,4908
43,102,3710
43,103,3103
43,104,1895
43,105,1461
43,106,1305
43,107,1659
43,108,1952
43,109,2113
43,110,2324
43,111,2382
43,112,2552
43,113,2670
43,114,2287
43,115,2079
43,116,2026
43,117,1373
43,118,951
43,119,931
43,120,694
43,121,856
43,122,944
43,123,998
43,124,1118
43,125,1046
43,126,1064
43,127,982
43,128,938
43,129,819
43,130,685
43,131,593
43,132,475
43,133,410
43,134,318
43,135,287
43,136,362
43,137,317
43,138,357
43,139,350
43,140,332
43,141,340
43,142,268
43,143,235
43,144,236
43,145,172
43,146,171
43,147,158
43,148,99
43,149,113
43,150,83
43,151,96
43,152,95
43,153,84
43,154,93
43,155,73
43,156,73
43,157,59
43,158,45
43,159,49
43,160,52
43,161,32
43,162,20
43,163,26
43,164,33
43,165,21
43,166,13
43,167,20
43,168,15
43,169,19
43,170,13
43,171,10
43,172,2
43,173,7
43,174,12
43,175,8
43,176,5
43,177,2
43,178,5
43,179,3
43,180,3
43,182,1
43,183,3
43,184,3
43,185,2
43,187,3
43,188,1
43,189,1
43,190,1
43,196,1
44,49,1
44,50,1
44,51,2
44,52,4
44,53,4
44,54,15
44,55,9
44,56,32
44,57,24
44,58,91
44,59,148
44,60,271
44,61,355
44,62,631
44,63,931
44,64,1006
44,65,1460
44,66,863
44,67,372
44,68,707
44,69,692
44,70,1315
44,71,1915
44,72,2798
44,73,2855
44,74,4848
44,75,5296
44,76,5102
44,77,4972
44,78,2090
44,79,1241
44,80,1554
44,81,2305
44,82,2254
44,83,3677
44,84,4666
44,85,5427
44,86,5495
44,87,7320
44,88,6779
44,89,5738
44,90,4463
44,91,1786
44,92,1642
44,93,2358
44,94,2650
44,95,3346
44,96,3353
44,97,4560
44,98,5062
44,99,5139
44,100,4931
44,101,5305
44,102,4067
44,103,3384
44,104,2241
44,105,1694
44,106,1554
44,107,1992
44,108,2363
44,109,2555
44,110,2763
44,111,2728
44,112,3115
44,113,3308
44,114,2797
44,115,2500
44,116,2467
44,117,1674
44,118,1203
44,119,1202
44,120,951
44,121,1179
44,122,1151
44,123,1242
44,124,1408
44,125,1391
44,126,1375
44,127,1308
44,128,1276
44,129,1147
44,130,904
44,131,794
44,132,624
44,133,596
44,134,468
44,135,404
44,136,516
44,137,435
44,138,524
44,139,468
44,140,479
44,141,487
44,142,418
44,143,355
44,144,323
44,145,310
44,146,260
44,147,189
44,148,154
44,149,147
44,150,138
44,151,149
44,152,135
44,153,113
44,154,137
44,155,106
44,156,127
44,157,120
44,158,77
44,159,65
44,160,66
44,161,63
44,162,50
44,163,44
44,164,38
44,165,43
44,166,24
44,167,24
44,168,22
44,169,23
44,170,11
44,171,24
44,172,15
44,173,17
44,174,14
44,175,12
44,176,5
44,177,10
44,178,9
44,179,5
44,180,4
44,181,5
44,182,4
44,183,2
44,184,3
44,185,4
44,186,2
44,187,3
44,188,2
44,189,3
44,192,2
44,193,1
44,200,1
44,208,1
45,53,1
45,54,4
45,55,3
45,56,12
45,57,10
45,58,20
45,59,55
45,60,92
45,61,127
45,62,223
45,63,317
45,64,374
45,65,498
45,66,324
45,67,206
45,68,463
45,69,451
45,70,898
45,71,1230
45,72,1825
45,73,1924
45,74,3284
45,75,3474
45,76,3588
45,77,3351
45,78,1455
45,79,1071
45,80,1268
45,81,2024
45,82,2026
45,83,3210
45,84,4079
45,85,4780
45,86,4820
45,87,6293
45,88,5982
45,89,5152
45,90,3987
45,91,1706
45,92,1721
45,93,2426
45,94,2808
45,95,3561
45,96,3545
45,97,4648
45,98,5554
45,99,5403
45,100,5243
45,101,5607
45,102,4459
45,103,3617
45,104,2378
45,105,1993
45,106,1897
45,107,2377
45,108,2987
45,109,3193
45,110,3427
45,111,3365
45,112,3865
45,113,3869
45,114,3485
45,115,3216
45,116,3015
45,117,2079
45,118,1571
45,119,1628
45,120,1396
45,121,1665
