N,set_cardinality,add_ds_card,mult_ds_card,count
51,8,27,26,129
51,8,27,27,231
51,8,27,28,611
51,8,27,29,818
51,8,27,30,6557
51,8,27,31,7988
51,8,27,32,17261
51,8,27,33,114383
51,8,27,34,134741
51,8,27,35,1200566
51,8,27,36,4562375
51,8,28,22,4
51,8,28,23,7
51,8,28,24,3
51,8,28,25,6
51,8,28,26,103
51,8,28,27,374
51,8,28,28,857
51,8,28,29,1305
51,8,28,30,11591
51,8,28,31,15165
51,8,28,32,35008
51,8,28,33,254687
51,8,28,34,310186
51,8,28,35,2949522
51,8,28,36,11236379
51,8,29,22,2
51,8,29,23,12
51,8,29,24,10
51,8,29,25,21
51,8,29,26,169
51,8,29,27,560
51,8,29,28,1157
51,8,29,29,1951
51,8,29,30,17216
51,8,29,31,24650
51,8,29,32,58277
51,8,29,33,453470
51,8,29,34,582455
51,8,29,35,5606870
51,8,29,36,21614918
51,8,30,22,3
51,8,30,23,5
51,8,30,24,14
51,8,30,25,28
51,8,30,26,289
51,8,30,27,593
51,8,30,28,1563
51,8,30,29,2466
51,8,30,30,28054
51,8,30,31,36305
51,8,30,32,93665
51,8,30,33,810745
51,8,30,34,1054348
51,8,30,35,10671871
51,8,30,36,40923410
51,8,31,21,1
51,8,31,23,3
51,8,31,24,6
51,8,31,25,13
51,8,31,26,343
51,8,31,27,475
51,8,31,28,1621
51,8,31,29,2734
51,8,31,30,36978
51,8,31,31,45840
51,8,31,32,127074
51,8,31,33,1197633
51,8,31,34,1590579
51,8,31,35,16665446
51,8,31,36,63104860
51,8,32,22,2
51,8,32,23,5
51,8,32,24,4
51,8,32,25,7
51,8,32,26,388
51,8,32,27,405
51,8,32,28,1285
51,8,32,29,2417
51,8,32,30,43641
51,8,32,31,45156
51,8,32,32,140256
51,8,32,33,1474335
51,8,32,34,1917858
51,8,32,35,20905460
51,8,32,36,77109859
51,8,33,23,4
51,8,33,24,1
51,8,33,25,4
51,8,33,26,312
51,8,33,27,330
51,8,33,28,803
51,8,33,29,1556
51,8,33,30,37385
51,8,33,31,33933
51,8,33,32,103430
51,8,33,33,1239700
51,8,33,34,1531158
51,8,33,35,17406599
51,8,33,36,62311555
51,8,34,21,1
51,8,34,22,1
51,8,34,24,1
51,8,34,25,3
51,8,34,26,280
51,8,34,27,187
51,8,34,28,467
51,8,34,29,675
51,8,34,30,23420
51,8,34,31,15571
51,8,34,32,47436
51,8,34,33,633085
51,8,34,34,710536
51,8,34,35,8487550
51,8,34,36,29420487
51,8,35,25,1
51,8,35,26,68
51,8,35,27,28
51,8,35,28,93
51,8,35,29,106
51,8,35,30,4693
51,8,35,31,2703
51,8,35,32,7754
51,8,35,33,109212
51,8,35,34,113034
51,8,35,35,1400844
51,8,35,36,4733588
51,8,36,26,14
51,8,36,27,1
51,8,36,28,3
51,8,36,29,2
51,8,36,30,199
51,8,36,31,81
51,8,36,32,277
51,8,36,33,4003
51,8,36,34,3843
51,8,36,35,47617
51,8,36,36,154906
52,8,15,30,4
52,8,15,31,4
52,8,15,32,5
52,8,15,33,1
52,8,15,34,8
52,8,15,35,16
52,8,15,36,116
52,8,16,30,7
52,8,16,31,4
52,8,16,32,4
52,8,16,33,7
52,8,16,34,7
52,8,16,35,40
52,8,16,36,195
52,8,17,26,3
52,8,17,27,6
52,8,17,28,4
52,8,17,30,7
52,8,17,31,16
52,8,17,32,17
52,8,17,33,43
52,8,17,34,65
52,8,17,35,203
52,8,17,36,871
52,8,18,26,3
52,8,18,27,6
52,8,18,28,4
52,8,18,30,20
52,8,18,31,31
52,8,18,32,17
52,8,18,33,97
52,8,18,34,85
52,8,18,35,433
52,8,18,36,1654
52,8,19,26,6
52,8,19,27,10
52,8,19,28,3
52,8,19,29,10
52,8,19,30,47
52,8,19,31,54
52,8,19,32,74
52,8,19,33,219
52,8,19,34,262
52,8,19,35,1177
52,8,19,36,4073
52,8,20,22,2
52,8,20,26,4
52,8,20,27,8
52,8,20,28,12
52,8,20,29,14
52,8,20,30,96
52,8,20,31,99
52,8,20,32,125
52,8,20,33,466
52,8,20,34,462
52,8,20,35,2252
52,8,20,36,7920
52,8,21,26,12
52,8,21,27,21
52,8,21,28,20
52,8,21,29,25
52,8,21,30,190
52,8,21,31,233
52,8,21,32,479
52,8,21,33,1661
52,8,21,34,1704
52,8,21,35,10360
52,8,21,36,36100
52,8,22,26,19
52,8,22,27,46
52,8,22,28,71
52,8,22,29,53
52,8,22,30,381
52,8,22,31,333
52,8,22,32,662
52,8,22,33,2758
52,8,22,34,2462
52,8,22,35,16327
52,8,22,36,58839
52,8,23,21,1
52,8,23,22,3
52,8,23,23,1
52,8,23,26,25
52,8,23,27,50
52,8,23,28,118
52,8,23,29,169
52,8,23,30,805
52,8,23,31,898
52,8,23,32,1677
52,8,23,33,7600
52,8,23,34,8049
52,8,23,35,63104
52,8,23,36,221867
52,8,24,23,3
52,8,24,24,3
52,8,24,26,33
52,8,24,27,74
52,8,24,28,176
52,8,24,29,214
52,8,24,30,1403
52,8,24,31,1642
52,8,24,32,2867
52,8,24,33,14731
52,8,24,34,15262
52,8,24,35,114773
52,8,24,36,411280
52,8,25,21,1
52,8,25,22,2
52,8,25,23,3
52,8,25,24,4
52,8,25,25,5
52,8,25,26,49
52,8,25,27,196
52,8,25,28,296
52,8,25,29,337
52,8,25,30,2235
52,8,25,31,2902
52,8,25,32,6014
52,8,25,33,32850
52,8,25,34,32101
52,8,25,35,261581
52,8,25,36,949872
52,8,26,22,1
52,8,26,23,19
52,8,26,24,9
52,8,26,25,8
52,8,26,26,115
52,8,26,27,316
52,8,26,28,453
52,8,26,29,668
52,8,26,30,5022
52,8,26,31,5385
52,8,26,32,12703
52,8,26,33,77650
52,8,26,34,85590
52,8,26,35,748561
52,8,26,36,2725717
52,8,27,21,1
52,8,27,22,1
52,8,27,23,11
52,8,27,24,10
52,8,27,25,13
52,8,27,26,158
52,8,27,27,266
52,8,27,28,773
52,8,27,29,1002
52,8,27,30,8114
52,8,27,31,9288
52,8,27,32,20510
52,8,27,33,134037
52,8,27,34,153157
52,8,27,35,1360951
52,8,27,36,5116478
52,8,28,22,4
52,8,28,23,8
52,8,28,24,14
52,8,28,25,14
52,8,28,26,228
52,8,28,27,463
52,8,28,28,1132
52,8,28,29,1801
52,8,28,30,15212
52,8,28,31,17913
52,8,28,32,42619
52,8,28,33,303808
52,8,28,34,357453
52,8,28,35,3384542
52,8,28,36,12808128
52,8,29,22,2
52,8,29,23,18
52,8,29,24,11
52,8,29,25,28
52,8,29,26,230
52,8,29,27,666
52,8,29,28,1381
52,8,29,29,2468
52,8,29,30,21854
52,8,29,31,29336
52,8,29,32,71103
52,8,29,33,542196
52,8,29,34,680649
52,8,29,35,6527788
52,8,29,36,24962032
52,8,30,21,2
52,8,30,22,3
52,8,30,23,5
52,8,30,24,22
52,8,30,25,53
52,8,30,26,464
52,8,30,27,731
52,8,30,28,2075
52,8,30,29,3267
52,8,30,30,36653
52,8,30,31,44297
52,8,30,32,116980
52,8,30,33,996906
52,8,30,34,1262815
52,8,30,35,12738579
52,8,30,36,48421552
52,8,31,21,1
52,8,31,23,4
52,8,31,24,15
52,8,31,25,21
52,8,31,26,605
52,8,31,27,573
52,8,31,28,2258
52,8,31,29,3786
52,8,31,30,50337
52,8,31,31,57969
52,8,31,32,163558
52,8,31,33,1514995
52,8,31,34,1960142
52,8,31,35,20473724
52,8,31,36,76868658
52,8,32,22,2
52,8,32,23,7
52,8,32,24,4
52,8,32,25,12
52,8,32,26,702
52,8,32,27,523
52,8,32,28,1932
52,8,32,29,3609
52,8,32,30,64353
52,8,32,31,59776
52,8,32,32,193429
52,8,32,33,1968099
52,8,32,34,2485987
52,8,32,35,26923849
52,8,32,36,98244892
52,8,33,23,4
52,8,33,24,1
52,8,33,25,5
52,8,33,26,683
52,8,33,27,474
52,8,33,28,1256
52,8,33,29,2440
52,8,33,30,58339
52,8,33,31,47676
52,8,33,32,154236
52,8,33,33,1752882
52,8,33,34,2113540
52,8,33,35,23703132
52,8,33,36,83721708
52,8,34,21,4
52,8,34,22,2
52,8,34,23,2
52,8,34,24,1
52,8,34,25,3
52,8,34,26,705
52,8,34,27,362
52,8,34,28,890
52,8,34,29,1208
52,8,34,30,41682
52,8,34,31,23592
52,8,34,32,80509
52,8,34,33,985777
52,8,34,34,1077620
52,8,34,35,12557425
52,8,34,36,42615779
52,8,35,21,1
52,8,35,23,2
52,8,35,24,1
52,8,35,25,1
52,8,35,26,314
52,8,35,27,109
52,8,35,28,242
52,8,35,29,244
52,8,35,30,10349
52,8,35,31,4589
52,8,35,32,15238
52,8,35,33,194428
52,8,35,34,193006
52,8,35,35,2334094
52,8,35,36,7669764
52,8,36,21,2
52,8,36,26,41
52,8,36,27,3
52,8,36,28,9
52,8,36,29,8
52,8,36,30,521
52,8,36,31,174
52,8,36,32,607
52,8,36,33,8246
52,8,36,34,7425
52,8,36,35,92842
52,8,36,36,293014
53,8,15,30,4
53,8,15,31,4
53,8,15,32,5
53,8,15,33,1
53,8,15,34,8
53,8,15,35,16
53,8,15,36,123
53,8,16,30,7
53,8,16,31,4
53,8,16,32,4
53,8,16,33,7
53,8,16,34,7
53,8,16,35,40
53,8,16,36,209
53,8,17,26,3
53,8,17,27,6
53,8,17,28,4
53,8,17,30,7
53,8,17,31,16
53,8,17,32,17
53,8,17,33,43
53,8,17,34,65
53,8,17,35,203
53,8,17,36,931
53,8,18,26,3
53,8,18,27,6
53,8,18,28,4
53,8,18,30,20
53,8,18,31,31
53,8,18,32,17
53,8,18,33,97
53,8,18,34,85
53,8,18,35,433
53,8,18,36,1785
53,8,19,26,6
53,8,19,27,10
53,8,19,28,3
53,8,19,29,10
53,8,19,30,47
53,8,19,31,54
53,8,19,32,74
53,8,19,33,219
53,8,19,34,262
53,8,19,35,1181
53,8,19,36,4386
53,8,20,22,2
53,8,20,26,4
53,8,20,27,8
53,8,20,28,12
53,8,20,29,14
53,8,20,30,96
53,8,20,31,99
53,8,20,32,125
53,8,20,33,466
53,8,20,34,464
53,8,20,35,2282
53,8,20,36,8541
53,8,21,26,12
53,8,21,27,21
53,8,21,28,20
53,8,21,29,25
53,8,21,30,190
53,8,21,31,233
53,8,21,32,479
53,8,21,33,1678
53,8,21,34,1730
53,8,21,35,10662
53,8,21,36,39313
53,8,22,26,19
53,8,22,27,46
53,8,22,28,71
53,8,22,29,53
53,8,22,30,385
53,8,22,31,333
53,8,22,32,662
53,8,22,33,2781
53,8,22,34,2486
53,8,22,35,16791
53,8,22,36,64315
53,8,23,21,1
53,8,23,22,3
53,8,23,23,1
53,8,23,26,25
53,8,23,27,50
53,8,23,28,118
53,8,23,29,169
53,8,23,30,816
53,8,23,31,907
53,8,23,32,1686
53,8,23,33,7699
53,8,23,34,8150
53,8,23,35,65446
53,8,23,36,244974
53,8,24,23,3
53,8,24,24,3
53,8,24,26,33
53,8,24,27,74
53,8,24,28,176
53,8,24,29,214
53,8,24,30,1421
53,8,24,31,1660
53,8,24,32,2881
53,8,24,33,14970
53,8,24,34,15457
53,8,24,35,119252
53,8,24,36,455356
53,8,25,21,1
53,8,25,22,2
53,8,25,23,3
53,8,25,24,4
53,8,25,25,5
53,8,25,26,49
53,8,25,27,199
53,8,25,28,296
53,8,25,29,337
53,8,25,30,2259
53,8,25,31,2937
53,8,25,32,6045
53,8,25,33,33546
53,8,25,34,32644
53,8,25,35,273434
53,8,25,36,1057229
53,8,26,22,1
53,8,26,23,19
53,8,26,24,9
53,8,26,25,8
53,8,26,26,117
53,8,26,27,321
53,8,26,28,453
53,8,26,29,668
53,8,26,30,5085
53,8,26,31,5455
53,8,26,32,12832
53,8,26,33,79770
53,8,26,34,87620
53,8,26,35,791311
53,8,26,36,3083467
53,8,27,21,1
53,8,27,22,1
53,8,27,23,11
53,8,27,24,10
53,8,27,25,13
53,8,27,26,160
53,8,27,27,268
53,8,27,28,775
53,8,27,29,1005
53,8,27,30,8237
53,8,27,31,9426
53,8,27,32,20724
53,8,27,33,137848
53,8,27,34,157016
53,8,27,35,1444434
53,8,27,36,5830049
53,8,28,22,4
53,8,28,23,8
53,8,28,24,14
53,8,28,25,14
53,8,28,26,230
53,8,28,27,466
53,8,28,28,1143
53,8,28,29,1808
53,8,28,30,15514
53,8,28,31,18247
53,8,28,32,43195
53,8,28,33,314847
53,8,28,34,368991
53,8,28,35,3629577
53,8,28,36,14805817
53,8,29,22,2
53,8,29,23,18
53,8,29,24,11
53,8,29,25,28
53,8,29,26,230
53,8,29,27,678
53,8,29,28,1384
53,8,29,29,2483
53,8,29,30,22260
53,8,29,31,29935
53,8,29,32,72308
53,8,29,33,564172
53,8,29,34,705814
53,8,29,35,7062618
53,8,29,36,29334603
53,8,30,21,2
53,8,30,22,3
53,8,30,23,5
53,8,30,24,22
53,8,30,25,53
53,8,30,26,468
53,8,30,27,742
53,8,30,28,2100
53,8,30,29,3291
53,8,30,30,37493
53,8,30,31,45534
53,8,30,32,119565
53,8,30,33,1047376
53,8,30,34,1321826
53,8,30,35,14007683
53,8,30,36,58391217
53,8,31,21,1
53,8,31,23,4
53,8,31,24,15
53,8,31,25,21
53,8,31,26,610
53,8,31,27,590
53,8,31,28,2291
53,8,31,29,3821
53,8,31,30,51759
53,8,31,31,59881
53,8,31,32,167815
53,8,31,33,1608583
53,8,31,34,2074266
53,8,31,35,22937483
53,8,31,36,95347948
53,8,32,22,2
53,8,32,23,7
53,8,32,24,4
53,8,32,25,12
53,8,32,26,704
53,8,32,27,530
53,8,32,28,1958
53,8,32,29,3666
53,8,32,30,66563
53,8,32,31,62208
53,8,32,32,200712
53,8,32,33,2127189
53,8,32,34,2676071
53,8,32,35,31015728
53,8,32,36,126680984
53,8,33,23,4
53,8,33,24,1
53,8,33,25,5
53,8,33,26,688
53,8,33,27,485
53,8,33,28,1278
53,8,33,29,2494
53,8,33,30,61188
53,8,33,31,50289
53,8,33,32,161705
53,8,33,33,1943799
53,8,33,34,2321577
53,8,33,35,28181638
53,8,33,36,112456707
53,8,34,21,4
53,8,34,22,2
53,8,34,23,2
53,8,34,24,1
53,8,34,25,3
53,8,34,26,717
53,8,34,27,376
53,8,34,28,905
53,8,34,29,1234
53,8,34,30,44986
53,8,34,31,25533
53,8,34,32,86243
53,8,34,33,1137513
53,8,34,34,1220375
53,8,34,35,15581448
53,8,34,36,60319197
53,8,35,21,1
53,8,35,23,2
53,8,35,24,1
53,8,35,25,1
53,8,35,26,333
53,8,35,27,113
53,8,35,28,257
53,8,35,29,252
53,8,35,30,11950
53,8,35,31,5107
53,8,35,32,16990
53,8,35,33,237968
53,8,35,34,228817
53,8,35,35,3077816
53,8,35,36,11685846
53,8,36,21,2
53,8,36,26,45
53,8,36,27,5
53,8,36,28,11
53,8,36,29,9
53,8,36,30,636
53,8,36,31,206
53,8,36,32,707
53,8,36,33,10795
53,8,36,34,9381
53,8,36,35,132038
53,8,36,36,492070
54,8,15,30,4
54,8,15,31,5
54,8,15,32,5
54,8,15,33,1
54,8,15,34,8
54,8,15,35,17
54,8,15,36,131
54,8,16,30,8
54,8,16,31,4
54,8,16,32,4
54,8,16,33,8
54,8,16,34,8
54,8,16,35,43
54,8,16,36,219
54,8,17,26,3
54,8,17,27,8
54,8,17,28,4
54,8,17,30,7
54,8,17,31,16
54,8,17,32,19
54,8,17,33,44
54,8,17,34,69
54,8,17,35,217
54,8,17,36,980
54,8,18,26,3
54,8,18,27,6
54,8,18,28,4
54,8,18,30,20
54,8,18,31,31
54,8,18,32,17
54,8,18,33,102
54,8,18,34,89
54,8,18,35,463
54,8,18,36,1885
54,8,19,26,6
54,8,19,27,10
54,8,19,28,3
54,8,19,29,10
54,8,19,30,47
54,8,19,31,54
54,8,19,32,75
54,8,19,33,231
54,8,19,34,281
54,8,19,35,1287
54,8,19,36,4587
54,8,20,22,2
54,8,20,26,4
54,8,20,27,8
54,8,20,28,12
54,8,20,29,14
54,8,20,30,101
54,8,20,31,102
54,8,20,32,132
54,8,20,33,497
54,8,20,34,522
54,8,20,35,2480
54,8,20,36,8913
54,8,21,26,12
54,8,21,27,21
54,8,21,28,23
54,8,21,29,26
54,8,21,30,202
54,8,21,31,253
54,8,21,32,522
54,8,21,33,1844
54,8,21,34,1924
54,8,21,35,11603
54,8,21,36,42013
54,8,22,26,20
54,8,22,27,54
54,8,22,28,81
54,8,22,29,56
54,8,22,30,412
54,8,22,31,382
54,8,22,32,755
54,8,22,33,3041
54,8,22,34,2751
54,8,22,35,18134
54,8,22,36,68625
54,8,23,21,1
54,8,23,22,4
54,8,23,23,1
54,8,23,26,25
54,8,23,27,74
54,8,23,28,152
54,8,23,29,205
54,8,23,30,908
54,8,23,31,1045
54,8,23,32,1879
54,8,23,33,8468
54,8,23,34,8965
54,8,23,35,71302
54,8,23,36,264747
54,8,24,22,2
54,8,24,23,5
54,8,24,24,4
54,8,24,26,35
54,8,24,27,111
54,8,24,28,201
54,8,24,29,262
54,8,24,30,1600
54,8,24,31,1849
54,8,24,32,3286
54,8,24,33,16421
54,8,24,34,16877
54,8,24,35,129457
54,8,24,36,493308
54,8,25,21,1
54,8,25,22,2
54,8,25,23,5
54,8,25,24,11
54,8,25,25,6
54,8,25,26,54
54,8,25,27,243
54,8,25,28,335
54,8,25,29,397
54,8,25,30,2534
54,8,25,31,3225
54,8,25,32,6718
54,8,25,33,36979
54,8,25,34,35639
54,8,25,35,298288
54,8,25,36,1150419
54,8,26,22,1
54,8,26,23,23
54,8,26,24,12
54,8,26,25,15
54,8,26,26,131
54,8,26,27,354
54,8,26,28,510
54,8,26,29,772
54,8,26,30,5713
54,8,26,31,6159
54,8,26,32,14330
54,8,26,33,88665
54,8,26,34,96916
54,8,26,35,874377
54,8,26,36,3404651
54,8,27,21,1
54,8,27,22,4
54,8,27,23,12
54,8,27,24,10
54,8,27,25,18
54,8,27,26,188
54,8,27,27,298
54,8,27,28,871
54,8,27,29,1182
54,8,27,30,9253
54,8,27,31,10366
54,8,27,32,23351
54,8,27,33,152589
54,8,27,34,175101
54,8,27,35,1599832
54,8,27,36,6461641
54,8,28,22,4
54,8,28,23,17
54,8,28,24,19
54,8,28,25,28
54,8,28,26,276
54,8,28,27,619
54,8,28,28,1455
54,8,28,29,2164
54,8,28,30,17850
54,8,28,31,21303
54,8,28,32,49695
54,8,28,33,353937
54,8,28,34,414112
54,8,28,35,4061494
54,8,28,36,16618269
54,8,29,22,4
54,8,29,23,24
54,8,29,24,22
54,8,29,25,34
54,8,29,26,286
54,8,29,27,966
54,8,29,28,1712
54,8,29,29,3035
54,8,29,30,25680
54,8,29,31,35037
54,8,29,32,84313
54,8,29,33,640163
54,8,29,34,800660
54,8,29,35,7987672
54,8,29,36,33290194
54,8,30,21,3
54,8,30,22,4
54,8,30,23,6
54,8,30,24,34
54,8,30,25,70
54,8,30,26,592
54,8,30,27,937
54,8,30,28,2812
54,8,30,29,4159
54,8,30,30,44492
54,8,30,31,54764
54,8,30,32,142250
54,8,30,33,1209610
54,8,30,34,1528896
54,8,30,35,16150041
54,8,30,36,67581964
54,8,31,21,1
54,8,31,23,11
54,8,31,24,23
54,8,31,25,40
54,8,31,26,763
54,8,31,27,778
54,8,31,28,3070
54,8,31,29,5117
54,8,31,30,62196
54,8,31,31,73627
54,8,31,32,206414
54,8,31,33,1894518
54,8,31,34,2469101
54,8,31,35,27032796
54,8,31,36,112857491
54,8,32,22,2
54,8,32,23,7
54,8,32,24,8
54,8,32,25,27
54,8,32,26,861
54,8,32,27,761
54,8,32,28,2710
54,8,32,29,5204
54,8,32,30,80791
54,8,32,31,80106
54,8,32,32,260439
54,8,32,33,2594668
54,8,32,34,3321240
54,8,32,35,37874149
54,8,32,36,155213738
54,8,33,23,4
54,8,33,24,1
54,8,33,25,10
54,8,33,26,760
54,8,33,27,594
54,8,33,28,1764
54,8,33,29,3658
54,8,33,30,75248
54,8,33,31,66674
54,8,33,32,220386
54,8,33,33,2462875
54,8,33,34,3026532
54,8,33,35,35875168
54,8,33,36,143372551
54,8,34,21,4
54,8,34,22,2
54,8,34,23,2
54,8,34,24,1
54,8,34,25,3
54,8,34,26,785
54,8,34,27,426
54,8,34,28,1108
54,8,34,29,1696
54,8,34,30,55213
54,8,34,31,34300
54,8,34,32,121729
54,8,34,33,1508600
54,8,34,34,1700376
54,8,34,35,21018943
54,8,34,36,81218561
54,8,35,21,1
54,8,35,23,2
54,8,35,24,1
54,8,35,25,1
54,8,35,26,374
54,8,35,27,118
54,8,35,28,305
54,8,35,29,321
54,8,35,30,15259
54,8,35,31,7025
54,8,35,32,24926
54,8,35,33,338494
54,8,35,34,351966
54,8,35,35,4519080
54,8,35,36,17008055
54,8,36,21,2
54,8,36,26,49
54,8,36,27,5
54,8,36,28,13
54,8,36,29,16
54,8,36,30,890
54,8,36,31,313
54,8,36,32,1183
54,8,36,33,17192
54,8,36,34,16827
54,8,36,35,218006
54,8,36,36,791882
55,8,15,30,4
55,8,15,31,5
55,8,15,32,5
55,8,15,33,2
55,8,15,34,9
55,8,15,35,18
55,8,15,36,137
55,8,16,30,8
55,8,16,31,4
55,8,16,32,4
55,8,16,33,9
55,8,16,34,9
55,8,16,35,46
55,8,16,36,229
55,8,17,26,3
55,8,17,27,8
55,8,17,28,4
55,8,17,30,7
55,8,17,31,16
55,8,17,32,20
55,8,17,33,52
55,8,17,34,74
55,8,17,35,225
55,8,17,36,1029
55,8,18,26,3
55,8,18,27,6
55,8,18,28,4
55,8,18,30,23
55,8,18,31,34
55,8,18,32,18
55,8,18,33,116
55,8,18,34,95
55,8,18,35,484
55,8,18,36,1978
55,8,19,26,6
55,8,19,27,10
55,8,19,28,3
55,8,19,29,12
55,8,19,30,52
55,8,19,31,56
55,8,19,32,77
55,8,19,33,260
55,8,19,34,289
55,8,19,35,1331
55,8,19,36,4854
55,8,20,22,2
55,8,20,26,4
55,8,20,27,9
55,8,20,28,12
55,8,20,29,15
55,8,20,30,108
55,8,20,31,103
55,8,20,32,140
55,8,20,33,543
55,8,20,34,540
55,8,20,35,2574
55,8,20,36,9460
55,8,21,26,13
55,8,21,27,21
55,8,21,28,24
55,8,21,29,28
55,8,21,30,221
55,8,21,31,263
55,8,21,32,546
55,8,21,33,1960
55,8,21,34,2014
55,8,21,35,12341
55,8,21,36,45238
55,8,22,26,20
55,8,22,27,55
55,8,22,28,82
55,8,22,29,59
55,8,22,30,431
55,8,22,31,390
55,8,22,32,777
55,8,22,33,3236
55,8,22,34,2908
55,8,22,35,19124
55,8,22,36,73807
55,8,23,21,1
55,8,23,22,4
55,8,23,23,1
55,8,23,26,25
55,8,23,27,76
55,8,23,28,157
55,8,23,29,222
55,8,23,30,959
55,8,23,31,1083
55,8,23,32,1982
55,8,23,33,8963
55,8,23,34,9517
55,8,23,35,75798
55,8,23,36,286877
55,8,24,22,2
55,8,24,23,5
55,8,24,24,5
55,8,24,26,35
55,8,24,27,115
55,8,24,28,211
55,8,24,29,279
55,8,24,30,1663
55,8,24,31,1918
55,8,24,32,3478
55,8,24,33,17384
55,8,24,34,17984
55,8,24,35,138246
55,8,24,36,534371
55,8,25,21,1
55,8,25,22,2
55,8,25,23,5
55,8,25,24,14
55,8,25,25,6
55,8,25,26,54
55,8,25,27,250
55,8,25,28,349
55,8,25,29,432
55,8,25,30,2671
55,8,25,31,3392
55,8,25,32,7169
55,8,25,33,39301
55,8,25,34,38105
55,8,25,35,318827
55,8,25,36,1250071
55,8,26,22,1
55,8,26,23,24
55,8,26,24,13
55,8,26,25,17
55,8,26,26,135
55,8,26,27,363
55,8,26,28,533
55,8,26,29,827
55,8,26,30,6035
55,8,26,31,6540
55,8,26,32,15447
55,8,26,33,94086
55,8,26,34,104901
55,8,26,35,943931
55,8,26,36,3752123
55,8,27,21,1
55,8,27,22,4
55,8,27,23,12
55,8,27,24,12
55,8,27,25,25
55,8,27,26,196
55,8,27,27,305
55,8,27,28,917
55,8,27,29,1290
55,8,27,30,9786
55,8,27,31,10920
55,8,27,32,25149
55,8,27,33,162689
55,8,27,34,188735
55,8,27,35,1729552
55,8,27,36,7141986
55,8,28,22,4
55,8,28,23,18
55,8,28,24,22
55,8,28,25,30
55,8,28,26,282
55,8,28,27,650
55,8,28,28,1572
55,8,28,29,2318
55,8,28,30,18895
55,8,28,31,22643
55,8,28,32,53910
55,8,28,33,378804
55,8,28,34,451239
55,8,28,35,4450531
55,8,28,36,18571860
55,8,29,22,4
55,8,29,23,25
55,8,29,24,22
55,8,29,25,41
55,8,29,26,301
55,8,29,27,1037
55,8,29,28,1851
55,8,29,29,3291
55,8,29,30,27319
55,8,29,31,37565
55,8,29,32,92418
55,8,29,33,693420
55,8,29,34,879789
55,8,29,35,8834150
55,8,29,36,37561117
55,8,30,21,3
55,8,30,22,4
55,8,30,23,6
55,8,30,24,34
55,8,30,25,72
55,8,30,26,613
55,8,30,27,1011
55,8,30,28,3064
55,8,30,29,4535
55,8,30,30,47347
55,8,30,31,59766
55,8,30,32,157279
55,8,30,33,1325294
55,8,30,34,1706179
55,8,30,35,18189323
55,8,30,36,77651964
55,8,31,21,1
55,8,31,23,12
55,8,31,24,24
55,8,31,25,45
55,8,31,26,791
55,8,31,27,851
55,8,31,28,3351
55,8,31,29,5587
55,8,31,30,67480
55,8,31,31,81637
55,8,31,32,230927
55,8,31,33,2115315
55,8,31,34,2798321
55,8,31,35,31044874
55,8,31,36,132367450
55,8,32,22,2
55,8,32,23,7
55,8,32,24,8
55,8,32,25,30
55,8,32,26,912
55,8,32,27,814
55,8,32,28,3049
55,8,32,29,5670
55,8,32,30,89019
55,8,32,31,91030
55,8,32,32,296881
55,8,32,33,2976463
55,8,32,34,3871912
55,8,32,35,44961738
55,8,32,36,188129111
55,8,33,23,4
55,8,33,24,1
55,8,33,25,13
55,8,33,26,799
55,8,33,27,634
55,8,33,28,2012
55,8,33,29,4009
55,8,33,30,84661
55,8,33,31,77962
55,8,33,32,256321
55,8,33,33,2927174
55,8,33,34,3645690
55,8,33,35,44282369
55,8,33,36,180501991
55,8,34,21,4
55,8,34,22,2
55,8,34,23,2
55,8,34,24,1
55,8,34,25,3
55,8,34,26,829
55,8,34,27,490
55,8,34,28,1270
55,8,34,29,1891
55,8,34,30,63797
55,8,34,31,42471
55,8,34,32,145561
55,8,34,33,1883366
55,8,34,34,2148808
55,8,34,35,27365902
55,8,34,36,107760219
55,8,35,21,1
55,8,35,23,2
55,8,35,24,1
55,8,35,25,1
55,8,35,26,396
55,8,35,27,140
55,8,35,28,339
55,8,35,29,363
55,8,35,30,18656
55,8,35,31,9593
55,8,35,32,31292
55,8,35,33,455764
55,8,35,34,474688
55,8,35,35,6338493
55,8,35,36,24323265
55,8,36,21,2
55,8,36,26,54
55,8,36,27,7
55,8,36,28,15
55,8,36,29,16
55,8,36,30,1168
55,8,36,31,483
55,8,36,32,1544
55,8,36,33,25503
55,8,36,34,24294
55,8,36,35,335406
55,8,36,36,1251208
