N,set_cardinality,add_ds_card,mult_ds_card,count
46,15,40,96,2170
46,15,40,97,3142
46,15,40,98,3835
46,15,40,99,5058
46,15,40,100,7057
46,15,40,101,7483
46,15,40,102,9252
46,15,40,103,12958
46,15,40,104,14696
46,15,40,105,19195
46,15,40,106,22019
46,15,40,107,27152
46,15,40,108,34256
46,15,40,109,37223
46,15,40,110,48989
46,15,40,111,53605
46,15,40,112,69091
46,15,40,113,77788
46,15,40,114,90810
46,15,40,115,103065
46,15,40,116,128560
46,15,40,117,119796
46,15,40,118,124954
46,15,40,119,103531
46,15,40,120,34341
46,15,41,73,1
46,15,41,75,1
46,15,41,76,5
46,15,41,77,2
46,15,41,79,3
46,15,41,80,5
46,15,41,81,14
46,15,41,82,29
46,15,41,83,101
46,15,41,84,88
46,15,41,85,108
46,15,41,86,189
46,15,41,87,139
46,15,41,88,208
46,15,41,89,577
46,15,41,90,620
46,15,41,91,939
46,15,41,92,1825
46,15,41,93,1711
46,15,41,94,1884
46,15,41,95,3422
46,15,41,96,3903
46,15,41,97,5529
46,15,41,98,6988
46,15,41,99,8987
46,15,41,100,13168
46,15,41,101,13516
46,15,41,102,17234
46,15,41,103,23931
46,15,41,104,28267
46,15,41,105,36715
46,15,41,106,41491
46,15,41,107,52692
46,15,41,108,66513
46,15,41,109,72652
46,15,41,110,98351
46,15,41,111,107974
46,15,41,112,135255
46,15,41,113,159513
46,15,41,114,183963
46,15,41,115,207789
46,15,41,116,258659
46,15,41,117,242917
46,15,41,118,250003
46,15,41,119,208345
46,15,41,120,68451
46,15,42,74,3
46,15,42,75,3
46,15,42,76,5
46,15,42,77,6
46,15,42,78,4
46,15,42,79,9
46,15,42,80,18
46,15,42,81,26
46,15,42,82,54
46,15,42,83,136
46,15,42,84,178
46,15,42,85,171
46,15,42,86,313
46,15,42,87,258
46,15,42,88,369
46,15,42,89,863
46,15,42,90,975
46,15,42,91,1419
46,15,42,92,2755
46,15,42,93,2792
46,15,42,94,2833
46,15,42,95,5496
46,15,42,96,6130
46,15,42,97,8541
46,15,42,98,11172
46,15,42,99,14387
46,15,42,100,20792
46,15,42,101,22074
46,15,42,102,28838
46,15,42,103,40571
46,15,42,104,47566
46,15,42,105,61581
46,15,42,106,70848
46,15,42,107,93019
46,15,42,108,117444
46,15,42,109,129777
46,15,42,110,175063
46,15,42,111,194155
46,15,42,112,245406
46,15,42,113,291285
46,15,42,114,334788
46,15,42,115,378625
46,15,42,116,473328
46,15,42,117,444969
46,15,42,118,455568
46,15,42,119,379978
46,15,42,120,125562
46,15,43,70,1
46,15,43,72,1
46,15,43,73,1
46,15,43,74,5
46,15,43,75,5
46,15,43,76,11
46,15,43,77,4
46,15,43,78,6
46,15,43,79,21
46,15,43,80,39
46,15,43,81,43
46,15,43,82,73
46,15,43,83,225
46,15,43,84,262
46,15,43,85,286
46,15,43,86,535
46,15,43,87,487
46,15,43,88,609
46,15,43,89,1483
46,15,43,90,1551
46,15,43,91,2451
46,15,43,92,4538
46,15,43,93,4759
46,15,43,94,5166
46,15,43,95,9098
46,15,43,96,10517
46,15,43,97,15302
46,15,43,98,19469
46,15,43,99,25207
46,15,43,100,35600
46,15,43,101,39643
46,15,43,102,51504
46,15,43,103,72071
46,15,43,104,85076
46,15,43,105,112619
46,15,43,106,126946
46,15,43,107,171147
46,15,43,108,216051
46,15,43,109,238906
46,15,43,110,326703
46,15,43,111,362086
46,15,43,112,459162
46,15,43,113,554919
46,15,43,114,632927
46,15,43,115,711992
46,15,43,116,893806
46,15,43,117,846445
46,15,43,118,852767
46,15,43,119,707817
46,15,43,120,226439
46,15,44,70,1
46,15,44,72,1
46,15,44,73,5
46,15,44,74,6
46,15,44,75,3
46,15,44,76,18
46,15,44,77,14
46,15,44,78,26
46,15,44,79,39
46,15,44,80,76
46,15,44,81,98
46,15,44,82,151
46,15,44,83,400
46,15,44,84,464
46,15,44,85,461
46,15,44,86,899
46,15,44,87,923
46,15,44,88,1241
46,15,44,89,2345
46,15,44,90,2613
46,15,44,91,4159
46,15,44,92,7341
46,15,44,93,7795
46,15,44,94,8754
46,15,44,95,14709
46,15,44,96,17373
46,15,44,97,25346
46,15,44,98,32381
46,15,44,99,42588
46,15,44,100,58343
46,15,44,101,66090
46,15,44,102,87587
46,15,44,103,121272
46,15,44,104,144628
46,15,44,105,191522
46,15,44,106,217676
46,15,44,107,295832
46,15,44,108,376114
46,15,44,109,418483
46,15,44,110,572454
46,15,44,111,637163
46,15,44,112,808595
46,15,44,113,990856
46,15,44,114,1126105
46,15,44,115,1264154
46,15,44,116,1587184
46,15,44,117,1511499
46,15,44,118,1519122
46,15,44,119,1252299
46,15,44,120,393492
46,15,45,72,4
46,15,45,73,11
46,15,45,74,14
46,15,45,75,7
46,15,45,76,34
46,15,45,77,15
46,15,45,78,22
46,15,45,79,65
46,15,45,80,137
46,15,45,81,140
46,15,45,82,244
46,15,45,83,602
46,15,45,84,818
46,15,45,85,765
46,15,45,86,1478
46,15,45,87,1474
46,15,45,88,1923
46,15,45,89,4018
46,15,45,90,4302
46,15,45,91,6466
46,15,45,92,11871
46,15,45,93,12984
46,15,45,94,14978
46,15,45,95,24839
46,15,45,96,29787
46,15,45,97,42499
46,15,45,98,54562
46,15,45,99,72109
46,15,45,100,98679
46,15,45,101,114631
46,15,45,102,150422
46,15,45,103,209160
46,15,45,104,249894
46,15,45,105,334209
46,15,45,106,379307
46,15,45,107,517854
46,15,45,108,656408
46,15,45,109,741027
46,15,45,110,1018755
46,15,45,111,1125857
46,15,45,112,1436370
46,15,45,113,1777231
46,15,45,114,2016415
46,15,45,115,2258560
46,15,45,116,2848709
46,15,45,117,2710381
46,15,45,118,2702847
46,15,45,119,2206541
46,15,45,120,676801
46,15,46,70,2
46,15,46,71,8
46,15,46,72,4
46,15,46,73,18
46,15,46,74,27
46,15,46,75,19
46,15,46,76,58
46,15,46,77,30
46,15,46,78,51
46,15,46,79,91
46,15,46,80,179
46,15,46,81,297
46,15,46,82,417
46,15,46,83,905
46,15,46,84,1189
46,15,46,85,1282
46,15,46,86,2428
46,15,46,87,2402
46,15,46,88,3495
46,15,46,89,6346
46,15,46,90,6817
46,15,46,91,10807
46,15,46,92,18954
46,15,46,93,20662
46,15,46,94,23187
46,15,46,95,39204
46,15,46,96,48158
46,15,46,97,69839
46,15,46,98,88748
46,15,46,99,115953
46,15,46,100,157212
46,15,46,101,189353
46,15,46,102,245806
46,15,46,103,346585
46,15,46,104,411943
46,15,46,105,552223
46,15,46,106,627197
46,15,46,107,868302
46,15,46,108,1102276
46,15,46,109,1248192
46,15,46,110,1732667
46,15,46,111,1905413
46,15,46,112,2439971
46,15,46,113,3054973
46,15,46,114,3441606
46,15,46,115,3857129
46,15,46,116,4890751
46,15,46,117,4650469
46,15,46,118,4618424
46,15,46,119,3753217
46,15,46,120,1137025
46,15,47,70,3
46,15,47,71,5
46,15,47,72,11
46,15,47,73,40
46,15,47,74,36
46,15,47,75,39
46,15,47,76,85
46,15,47,77,71
46,15,47,78,88
46,15,47,79,154
46,15,47,80,291
46,15,47,81,523
46,15,47,82,665
46,15,47,83,1583
46,15,47,84,1937
46,15,47,85,2153
46,15,47,86,3717
46,15,47,87,3751
46,15,47,88,5736
46,15,47,89,10234
46,15,47,90,11928
46,15,47,91,17627
46,15,47,92,30685
46,15,47,93,33354
46,15,47,94,37991
46,15,47,95,63406
46,15,47,96,79463
46,15,47,97,113923
46,15,47,98,145727
46,15,47,99,191991
46,15,47,100,258262
46,15,47,101,313253
46,15,47,102,408639
46,15,47,103,575579
46,15,47,104,687893
46,15,47,105,924909
46,15,47,106,1048279
46,15,47,107,1464297
46,15,47,108,1853440
46,15,47,109,2122965
46,15,47,110,2936303
46,15,47,111,3238146
46,15,47,112,4145383
46,15,47,113,5254172
46,15,47,114,5911683
46,15,47,115,6586008
46,15,47,116,8421992
46,15,47,117,8001475
46,15,47,118,7870489
46,15,47,119,6392171
46,15,47,120,1920383
46,15,48,70,4
46,15,48,71,7
46,15,48,72,17
46,15,48,73,43
46,15,48,74,67
46,15,48,75,76
46,15,48,76,162
46,15,48,77,116
46,15,48,78,154
46,15,48,79,290
46,15,48,80,500
